City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,doaba,33.4244,70.7364,15.23,78,100,1.53,PK,1697479486
295,kaya,13.0917,-1.0844,32.74,34,92,0.66,BF,1697479487
296,andergrove,-21.0833,149.1833,17.03,83,45,2.55,AU,1697479487
297,syzran',53.1585,48.4681,12.76,55,17,6.96,RU,1697479487
298,ceerigaabo,10.6162,47.368,19.87,31,17,3.15,SO,1697479488
299,altamira,-3.2033,-52.2064,35.05,49,40,3.09,BR,1697479349
300,labytnangi,66.6572,66.4183,1.02,98,99,2.52,RU,1697479489
301,bandar-e anzali,37.4727,49.4622,17.78,87,50,2.11,IR,1697479220
302,agat village,13.3886,144.6585,27.52,90,0,1.54,GU,1697479489
303,tra mhor,52.1624,-7.1524,10.9,71,40,4.12,IE,1697479489
304,karratha,-20.7377,116.8463,28.12,25,0,3.87,AU,1697479490
305,antofagasta,-23.65,-70.4,18.6,74,54,4.29,CL,1697479213
306,nova sintra,14.8667,-24.7167,25.64,73,61,6.82,CV,1697479491
307,nouadhibou,20.931,-17.0347,28.99,51,38,6.69,MR,1697479492
308,pionerskiy,54.9508,20.2275,9.3,55,0,7.69,RU,1697479493
309,kyshtovka,56.555,76.6271,6.86,67,100,5.81,RU,1697479493
310,hilo,19.7297,-155.09,30.16,84,23,1.34,US,1697479389
311,biltine,14.5333,20.9167,33.34,14,92,4.68,TD,1697479494
312,camana,-16.6228,-72.7111,21.91,68,24,4.05,PE,1697479495
313,buchanan,5.8808,-10.0467,25.53,86,100,3.35,LR,1697479496
314,arraias,-12.9288,-46.9437,37.8,12,3,3.6,BR,1697479496
315,serhiyivka,46.0272,30.3768,10.09,60,1,8.63,UA,1697479496
316,selkirk,50.1436,-96.8845,13.99,59,15,1.79,CA,1697479400
317,freeport,40.6576,-73.5832,18.51,56,40,6.17,US,1697479416
318,yung shue wan,22.2333,114.1167,26.68,67,94,11.58,HK,1697479497
319,fort saskatchewan,53.7168,-113.2187,15.06,67,75,2.24,CA,1697479297
320,wucheng,29.6008,118.175,15.73,77,0,0.97,CN,1697479497
321,rampur,28.8167,79.0333,19.33,86,98,0.83,IN,1697479497
322,vorkuta,67.5,64.0,1.71,99,100,4.47,RU,1697479498
323,canyon lake,29.8752,-98.2625,22.84,39,0,4.02,US,1697479488
324,holualoa,19.6228,-155.9522,23.77,84,74,1.23,US,1697479331
325,poso,-1.3959,120.7524,25.08,80,10,2.05,ID,1697479500
326,dalandzadgad,43.5708,104.425,9.3,22,100,6.91,MN,1697479369
327,papao,-17.75,-149.55,26.82,83,100,5.81,PF,1697479501
328,sumenep,-7.0167,113.8667,27.05,78,99,5.8,ID,1697479501
329,lucerne valley,34.4439,-116.9678,32.4,16,0,0.68,US,1697479501
330,tshabong,-26.05,22.45,22.75,16,0,4.87,BW,1697479502
331,aripuana,-9.1667,-60.6333,35.87,35,93,1.22,BR,1697479502
332,guerrero negro,27.9769,-114.0611,22.09,74,5,4.02,MX,1697479262
333,krasnovishersk,60.4078,57.082,10.86,91,100,3.25,RU,1697479505
334,aur,8.1499,171.1687,28.05,72,49,4.63,MH,1697479506
335,grande prairie,55.1667,-118.8027,3.1,93,75,0.0,CA,1697479292
336,yamada,39.4667,141.95,11.03,69,13,2.47,JP,1697479508
337,hithadhoo,-0.6,73.0833,27.43,73,24,8.25,MV,1697479509
338,palmer,42.1584,-72.3287,15.78,69,100,5.14,US,1697479509
339,northport,33.229,-87.5772,16.9,53,75,4.63,US,1697479488
340,nogliki,51.8333,143.1667,9.08,84,100,3.13,RU,1697479509
341,la'ie,21.6477,-157.9253,27.98,87,65,2.24,US,1697479510
342,pangai,-19.8,-174.35,23.06,73,20,5.66,TO,1697479511
343,muurame,62.1333,25.6667,3.42,81,92,4.3,FI,1697479511
344,nadi,-17.8,177.4167,21.0,78,20,2.57,FJ,1697479243
345,carauari,-4.8828,-66.8958,35.3,39,96,0.5,BR,1697479512
346,zag,46.9441,99.165,-2.19,43,22,2.82,MN,1697479513
347,staroyur'yevo,53.3161,40.7081,8.83,83,100,6.14,RU,1697479513
348,horta,38.5333,-28.6333,22.8,75,20,4.12,PT,1697479309
349,urucui,-7.2294,-44.5561,39.92,18,16,3.5,BR,1697479296
350,svetlyy,54.675,20.1347,9.42,66,1,4.36,RU,1697479514
351,port alfred,-33.5906,26.891,16.77,89,92,0.45,ZA,1697479334
352,vernon,50.2581,-119.2691,14.05,87,100,1.54,CA,1697479312
353,suva,-18.1416,178.4415,19.71,94,40,0.0,FJ,1697479515
354,huambo,-12.7761,15.7392,22.89,68,96,2.57,AO,1697479515
355,vidalia,32.2177,-82.4135,17.97,52,100,4.12,US,1697479516
356,massawa,15.6097,39.45,32.45,57,22,1.11,ER,1697479516
357,nikko,36.75,139.6167,11.87,89,64,2.51,JP,1697479517
358,apolinario saravia,-24.4328,-63.9954,41.18,17,21,1.12,AR,1697479517
359,twentynine palms,34.1356,-116.0542,32.73,14,0,0.45,US,1697479436
360,myrina,39.8797,25.0742,14.58,63,75,7.72,GR,1697479518
361,ellensburg,46.9965,-120.5479,11.43,82,100,0.0,US,1697479519
362,zalingei,12.9096,23.4741,29.71,28,96,1.69,SD,1697479519
363,kayes,14.0,-11.0,33.47,28,54,0.71,ML,1697479520
364,makar'yev,57.8797,43.8069,5.37,94,100,2.24,RU,1697479520
365,knyaze-volkonskoye,48.4642,135.4567,2.7,76,92,1.34,RU,1697479521
366,katsina-ala,7.1667,9.2833,26.72,77,100,1.95,NG,1697479522
367,klaksvik,62.2266,-6.589,10.51,90,100,10.66,FO,1697479522
368,sereflikochisar,38.9393,33.5386,18.01,43,54,4.06,TR,1697479523
369,gornopravdinsk,60.05,69.9,10.1,96,99,2.98,RU,1697479523
370,puerto baquerizo moreno,-0.9,-89.6,28.55,61,40,4.63,EC,1697479523
371,hamilton,39.1834,-84.5333,12.92,76,94,2.68,US,1697479270
372,thunder bay,48.4001,-89.3168,7.99,66,75,2.57,CA,1697479240
373,zhicheng,30.2956,111.5047,19.05,63,6,1.26,CN,1697479524
374,chinhoyi,-17.3667,30.2,22.7,67,81,5.51,ZW,1697479524
375,bayanhongor,46.7167,100.1167,-3.15,45,11,1.64,MN,1697479525
376,kodiak,57.79,-152.4072,6.73,93,100,5.66,US,1697479525
377,sai buri,6.7013,101.6168,25.43,88,100,1.06,TH,1697479525
378,olinda,-8.0089,-34.8553,27.85,65,40,7.72,BR,1697479526
379,umm qasr,30.0405,47.9168,31.93,28,5,5.91,IQ,1697479526
380,choibalsan,48.0667,114.5,8.06,44,35,3.97,MN,1697479526
381,fort st. john,56.2499,-120.8529,4.94,93,75,2.06,CA,1697479526
382,akjoujt,19.6969,-14.4164,36.64,13,15,5.63,MR,1697479526
383,'ain benian,36.8028,2.9219,24.03,61,81,1.99,DZ,1697479527
384,yuzhno-kurilsk,44.0306,145.8556,10.76,75,86,4.57,RU,1697479527
385,rio grande,-32.035,-52.0986,20.53,97,100,4.99,BR,1697479305
386,lianjiang,21.6467,110.2817,22.45,73,100,2.27,CN,1697479527
387,aleksandrovsk-sakhalinskiy,50.8975,142.1561,11.46,90,100,4.47,RU,1697479527
388,kendari,-3.945,122.4989,23.52,90,31,1.1,ID,1697479527
389,kiunga,-6.1219,141.2906,22.7,100,100,0.63,PG,1697479528
390,moussoro,13.6408,16.4901,35.16,27,44,3.23,TD,1697479528
391,santo antonio do taua,-1.1519,-48.1294,30.97,79,74,2.83,BR,1697479528
392,badger,64.8,-147.5333,2.21,73,88,0.89,US,1697479316
393,kulhudhuffushi,6.6221,73.07,28.4,73,65,5.74,MV,1697479529
394,kabalo,-6.05,26.9167,25.65,62,89,2.14,CD,1697479529
395,namtsy,62.7161,129.6658,-3.87,60,91,4.06,RU,1697479529
396,wenshui,28.4506,106.5267,15.68,77,24,2.45,CN,1697479531
397,saint-pierre,-21.3393,55.4781,24.82,78,40,0.0,RE,1697479531
398,arrifes,37.7667,-25.7,21.07,78,40,7.2,PT,1697479531
399,taro,-8.3862,115.28,22.0,92,77,0.92,ID,1697479531
400,zeribet el oued,34.6828,6.5111,25.94,21,0,1.72,DZ,1697479532
401,benghazi,32.1167,20.0667,24.35,68,0,3.93,LY,1697479532
402,ust-nera,64.5667,143.2,-21.86,99,53,1.49,RU,1697479315
403,oamaru,-45.0784,170.9801,7.43,92,100,2.86,NZ,1697479533
404,tidjikja,18.5564,-11.4271,33.97,11,7,3.65,MR,1697479533
405,alo,7.4178,6.7371,25.57,91,69,2.2,NG,1697479534
406,yoloten,37.2989,62.3597,15.9,25,0,5.01,TM,1697479534
407,corinto,37.9407,22.9573,21.61,68,95,2.52,GR,1697479534
408,la sarre,48.8002,-79.1996,10.88,52,26,5.18,CA,1697479535
409,fortuna,40.5982,-124.1573,18.29,91,100,2.24,US,1697479330
410,arraial do cabo,-22.9661,-42.0278,27.98,74,20,10.29,BR,1697479337
411,kimbe,-5.5502,150.1429,24.36,85,100,0.83,PG,1697479536
412,inarajan village,13.2736,144.7484,27.54,91,88,2.56,GU,1697479536
413,muroto-misakicho,33.2833,134.15,20.32,63,0,2.21,JP,1697479536
414,galveston,29.3669,-94.9669,21.69,55,0,6.17,US,1697479537
415,emerald,-23.5333,148.1667,22.97,41,30,5.78,AU,1697479320
416,greeley,40.4233,-104.7091,21.93,35,1,1.38,US,1697478949
417,cusseta,32.3054,-84.7727,17.81,53,1,5.5,US,1697479537
418,auki,-8.7676,160.7034,25.08,89,97,1.54,SB,1697479538
419,ashburton,-37.8626,145.0794,10.75,69,37,0.45,AU,1697479538
420,afaahiti,-17.75,-149.2833,25.93,84,100,4.87,PF,1697479538
421,vangviang,18.9333,102.45,21.79,99,21,1.18,LA,1697479538
422,tralee,52.2704,-9.7026,11.14,82,20,3.6,IE,1697479538
423,chikodi,16.4333,74.6,25.4,58,97,1.61,IN,1697479538
424,jijiga,9.35,42.8,21.2,58,71,3.77,ET,1697479539
425,kenai,60.5544,-151.2583,7.83,75,40,8.23,US,1697479539
426,mccook,40.2019,-100.6257,16.25,49,0,2.06,US,1697479539
427,timbuktu,16.7735,-3.0074,35.55,12,86,1.08,ML,1697479539
428,alice springs,-23.7,133.8833,12.75,47,0,3.09,AU,1697479319
429,bitkine,11.9801,18.2138,31.64,39,79,0.97,TD,1697479539
430,ulan bator,47.9077,106.8832,1.07,75,0,4.0,MN,1697479540
431,touros,-5.1989,-35.4608,28.14,60,14,9.04,BR,1697479540
432,fort bragg,35.139,-79.006,18.79,49,75,3.09,US,1697479540
433,kalaleh,37.3807,55.4916,20.78,64,75,5.14,IR,1697479541
434,midvagur,62.0511,-7.1939,10.46,87,100,10.29,FO,1697479541
435,merowe,18.4833,31.8167,31.53,15,13,7.3,SD,1697479541
436,heihe,50.2441,127.4902,1.36,46,2,2.38,CN,1697479542
437,hasaki,35.7333,140.8333,14.05,64,0,2.5,JP,1697479341
438,barclayville,4.6797,-8.2339,24.79,89,93,3.38,LR,1697479542
439,san julian,21.0167,-102.1667,22.63,35,37,4.83,MX,1697479543
440,khandyga,62.6667,135.6,-15.01,74,32,1.96,RU,1697479543
441,mersing,2.4312,103.8405,24.95,94,20,3.09,MY,1697479543
442,kilju,40.9642,129.3278,7.38,45,2,2.32,KP,1697479543
443,pader,3.05,33.2167,19.13,97,93,2.79,UG,1697479544
444,machico,32.7,-16.7667,27.62,85,20,8.75,PT,1697479384
445,santo domingo zanatepec,16.4831,-94.3475,28.01,67,100,3.85,MX,1697479544
446,al muwayh,22.4333,41.7583,26.73,15,0,4.14,SA,1697479544
447,goundam,16.4145,-3.6708,36.23,11,90,2.76,ML,1697479545
448,inhapi,-9.2214,-37.7486,32.45,25,19,6.13,BR,1697479546
449,sao pedro do sul,-29.6206,-54.1789,19.36,98,100,1.7,BR,1697479414
450,san patricio,28.017,-97.5169,22.94,35,0,6.8,US,1697479346
451,ballymoney,55.0708,-6.5101,8.73,68,40,2.26,GB,1697479464
452,chizhou,30.6578,117.4831,17.03,73,0,1.75,CN,1697479548
453,dourbali,11.8091,15.8632,32.53,40,26,2.62,TD,1697479548
454,curaca,-8.9903,-39.9094,35.06,19,5,7.01,BR,1697479549
455,laufach,50.0167,9.3,8.28,79,74,1.68,DE,1697479549
456,ta`u,-14.2336,-169.5144,26.66,78,48,9.12,AS,1697479549
457,lib,8.3122,167.3766,28.48,74,44,5.54,MH,1697479550
458,kontagora,10.3999,5.4695,27.86,61,86,0.96,NG,1697479550
459,kingston,17.997,-76.7936,32.36,73,20,5.14,JM,1697479517
460,siwa oasis,29.2041,25.5195,25.44,34,0,2.58,EG,1697479551
461,whakatane,-37.9585,176.9854,13.21,96,99,4.05,NZ,1697479551
462,burang,30.25,81.1667,0.28,62,85,2.69,CN,1697479551
463,rongelap,11.1635,166.8941,28.6,74,79,7.83,MH,1697479552
464,flying fish cove,-10.4217,105.6791,25.82,94,100,5.66,CX,1697479339
465,taulaga,-11.0553,-171.0883,27.93,77,100,9.7,AS,1697479552
466,kirakira,-10.4544,161.9205,25.74,87,67,2.28,SB,1697479552
467,lazaro cardenas,17.9583,-102.2,30.56,66,87,0.65,MX,1697479553
468,kavaratti,10.5669,72.642,28.32,74,69,5.51,IN,1697479553
469,sona,45.4388,10.8255,13.75,61,100,1.92,IT,1697479553
470,ganye,8.4333,12.0667,23.79,86,37,0.71,NG,1697479553
471,babor - ville,36.4899,5.5393,23.56,53,33,0.91,DZ,1697479554
472,arno,60.1167,18.6333,7.66,62,3,5.61,SE,1697479554
473,taber,49.8167,-112.1518,15.0,64,88,5.14,CA,1697479410
474,lihue,21.9789,-159.3672,26.77,82,20,4.63,US,1697479554
475,urzhar,47.093,81.6294,6.6,59,48,2.73,KZ,1697479554
476,letlhakeng,-24.0944,25.0298,23.52,17,0,4.06,BW,1697479554
477,ulety,51.3572,112.4849,3.44,68,66,6.37,RU,1697479554
478,klamath falls,42.2249,-121.7817,18.05,52,0,3.6,US,1697479430
479,dem'yanovo,60.3511,47.0842,6.72,90,100,2.84,RU,1697479555
480,zbaszynek,52.2431,15.8165,6.55,100,97,1.54,PL,1697479555
481,majholi,23.5,79.9167,22.23,70,16,1.88,IN,1697479555
482,visakhapatnam,17.69,83.2093,25.94,78,40,1.03,IN,1697479243
483,klyuchi,52.2667,79.1667,10.07,58,100,5.21,RU,1697479403
484,huarmey,-10.0681,-78.1522,23.01,75,52,4.59,PE,1697479555
485,yorosso,12.3536,-4.7761,31.4,35,100,1.72,ML,1697479417
486,imbituba,-28.24,-48.6703,21.61,97,100,6.27,BR,1697479348
487,xining,36.6167,101.7667,6.81,85,92,1.04,CN,1697479555
488,ouesso,1.6136,16.0517,23.16,95,90,0.44,CG,1697479556
489,andapa,-14.65,49.65,19.02,97,7,0.55,MG,1697479556
490,ghat,24.9647,10.1728,29.29,16,26,4.6,LY,1697479556
491,mizdah,31.4451,12.9801,23.96,23,0,1.68,LY,1697479556
492,el granada,37.5027,-122.4694,24.35,71,0,3.09,US,1697479556
493,battonya,46.2833,21.0167,7.03,41,25,1.63,HU,1697479556
494,inari,68.906,27.0288,2.11,89,81,5.24,FI,1697479556
495,meiganga,6.5167,14.3,18.83,94,88,1.23,CM,1697479556
496,jacksonville,30.3322,-81.6556,19.45,65,75,7.72,US,1697479001
497,voronovytsya,49.1095,28.6808,6.38,65,65,6.81,UA,1697479557
498,axim,4.8699,-2.2405,24.76,87,80,5.08,GH,1697479557
499,dawei,14.0833,98.2,24.16,93,82,1.13,MM,1697479557
500,conceicao da barra,-18.5933,-39.7322,27.85,65,17,4.56,BR,1697479557
501,carolina,18.3808,-65.9574,35.4,55,40,5.36,PR,1697479557
502,crowley,30.2141,-92.3746,19.98,38,4,5.88,US,1697479557
503,castillos,-34.1667,-53.8333,19.06,86,100,2.17,UY,1697479557
504,port augusta,-32.5,137.7667,8.89,69,0,3.03,AU,1697479557
505,al qadarif,14.0349,35.3834,26.79,52,98,6.16,SD,1697479558
506,kristiansund,63.1115,7.732,8.36,87,75,5.14,NO,1697479344
507,yesilli,37.3405,40.8256,19.29,50,49,0.84,TR,1697479558
508,patu,-6.11,-37.6367,35.85,21,50,4.42,BR,1697479558
509,urangan,-25.3,152.9,20.56,83,1,4.62,AU,1697479558
510,mejit,10.2753,170.8646,27.91,73,10,7.34,MH,1697479558
511,bel ombre,-4.6167,55.4167,27.91,78,20,4.12,SC,1697479558
512,shalqar,47.8333,59.6,11.51,54,0,3.98,KZ,1697479558
513,mahina,-17.5065,-149.489,26.87,74,20,2.57,PF,1697479558
514,kitimat,54.0524,-128.6534,11.21,63,100,1.34,CA,1697479559
515,beloyarskiy,63.7119,66.6722,5.0,91,66,2.24,RU,1697479559
516,maragogi,-9.0122,-35.2225,26.81,64,26,6.22,BR,1697479315
517,dolores,-36.3132,-57.6792,20.91,67,82,7.18,AR,1697479559
518,tazacorte,28.629,-17.9293,28.42,44,0,2.06,ES,1697479361
519,novyy urgal,51.0736,132.5642,-1.12,81,51,0.46,RU,1697479559
520,fengxiang,47.5833,130.8333,2.31,44,1,6.41,CN,1697479559
521,mar del plata,-38.0023,-57.5575,16.08,83,75,8.23,AR,1697479559
522,carbonear,47.7332,-53.2148,12.0,97,100,12.62,CA,1697479560
523,chernyshevskiy,63.0128,112.4714,-1.08,97,100,2.27,RU,1697479560
524,kaedi,16.1465,-13.5047,38.26,10,0,3.1,MR,1697479560
525,ishigaki,24.3448,124.1572,24.07,69,100,2.57,JP,1697479561
526,codrington,-38.2667,141.9667,7.5,78,6,2.44,AU,1697479561
527,ola,59.5833,151.2833,2.86,91,100,3.02,RU,1697479561
528,mandal,25.45,74.5667,23.29,58,34,2.85,IN,1697479561
529,cascais,38.6979,-9.4215,22.92,97,100,10.28,PT,1697479398
530,loiza,18.4313,-65.8802,35.45,54,40,4.12,PR,1697479562
531,salina cruz,16.1667,-95.2,30.53,53,79,13.1,MX,1697479273
532,salinopolis,-0.6136,-47.3561,29.47,70,54,6.75,BR,1697479562
533,puerto ayacucho,5.6639,-67.6236,30.95,62,84,1.53,VE,1697479563
534,vilcun,-38.65,-72.2333,13.41,42,3,3.41,CL,1697479563
535,sola,-13.8833,167.55,25.77,84,29,9.3,VU,1697479563
536,mananara,-16.1667,49.7667,23.47,89,68,0.62,MG,1697479564
537,portland,45.5234,-122.6762,17.02,95,100,4.47,US,1697479459
538,ciudad lazaro cardenas,17.9583,-102.2,30.56,66,87,0.65,MX,1697479565
539,ormara,25.2088,64.6357,26.66,81,2,6.27,PK,1697479565
540,khash,28.2211,61.2158,19.52,22,0,1.84,IR,1697479565
541,big stone gap,36.8677,-82.7745,11.53,87,100,1.49,US,1697479566
542,robertsport,6.7533,-11.3686,26.56,83,100,4.37,LR,1697479383
543,as sulayyil,20.4607,45.5779,28.14,11,1,3.21,SA,1697479566
544,tromso,69.6496,18.957,3.01,81,75,1.54,NO,1697479567
545,severo-yeniseyskiy,60.3725,93.0408,0.88,90,96,4.02,RU,1697479567
546,itaueira,-7.6033,-43.0256,37.44,21,6,3.39,BR,1697479567
547,callao,-12.0667,-77.15,21.16,73,75,2.57,PE,1697479567
548,grand baie,-20.0182,57.5802,24.14,73,8,3.4,MU,1697479568
549,nuuk,64.1835,-51.7216,-1.66,69,0,6.71,GL,1697479568
550,cidreira,-30.1811,-50.2056,19.2,99,100,3.26,BR,1697479315
551,somotillo,13.0433,-86.9064,33.08,83,100,1.81,NI,1697479569
552,vyksa,55.3175,42.1744,7.45,94,100,3.72,RU,1697479569
553,diego de almagro,-26.3667,-70.05,27.22,19,77,4.7,CL,1697479300
554,saint-philippe,-21.3585,55.7679,24.77,87,61,1.39,RE,1697479570
555,sargatskoye,55.6101,73.4972,8.04,89,87,3.71,RU,1697479570
556,mata-utu,-13.2816,-176.1745,27.28,80,78,9.73,WF,1697479322
557,brookings,44.3114,-96.7984,14.14,55,0,2.68,US,1697479571
558,padangsidempuan,1.3667,99.2667,22.51,99,100,0.95,ID,1697479571
559,meybod,32.2501,54.0166,27.01,19,7,1.5,IR,1697479571
560,hobyo,5.3505,48.5268,27.92,78,88,6.49,SO,1697479572
561,antalaha,-14.9003,50.2788,22.42,92,8,1.13,MG,1697479572
562,floro,61.5996,5.0328,5.98,93,75,3.09,NO,1697479572
563,akbarpur,26.4167,82.55,24.19,78,19,3.59,IN,1697479573
564,bikenibeu village,1.3673,173.1241,28.98,70,20,1.54,KI,1697479343
565,hawera,-39.5917,174.2833,15.68,80,44,6.37,NZ,1697479574
566,salalah,17.0151,54.0924,27.05,78,20,2.06,OM,1697479574
567,skhira,34.2992,10.07,27.82,49,0,5.19,TN,1697479574
568,dryden,49.7833,-92.7503,8.16,71,0,1.03,CA,1697479575
569,watampone,-4.5386,120.3279,24.74,84,12,3.02,ID,1697479575
570,nabire,-3.3667,135.4833,24.0,93,98,1.96,ID,1697479377
571,safaga,26.7292,33.9365,26.45,40,0,7.27,EG,1697479577
572,sal rei,16.1833,-22.9167,32.11,58,0,6.17,CV,1697479578
573,glubokoye,50.1456,82.3114,2.86,81,87,3.0,KZ,1697479578
574,belo sur tsiribihina,-19.7,44.55,25.36,83,17,2.6,MG,1697479578
575,monrovia,6.3005,-10.7969,28.87,84,94,3.45,LR,1697479578
576,okhotsk,59.3833,143.3,-5.49,70,93,9.33,RU,1697479579
577,piura,-5.2,-80.6333,32.28,42,59,3.29,PE,1697479540
578,taungoo,18.9333,96.4333,23.5,94,100,0.7,MM,1697479579
579,kamakwie,9.5,-12.2333,27.53,84,64,1.65,SL,1697479580
580,karatau,43.1667,70.4667,8.46,47,0,2.17,KZ,1697479580
581,lebowakgomo,-24.2,29.5,16.5,80,96,2.86,ZA,1697479580
582,mount isa,-20.7333,139.5,22.87,20,3,10.29,AU,1697479581
583,turpan,42.9333,89.1667,16.38,33,73,2.01,CN,1697479581
584,fort irwin,35.2627,-116.6848,23.74,22,0,0.0,US,1697479582
585,terra rica,-22.7094,-52.6169,37.61,24,37,4.29,BR,1697479582
586,jardim de piranhas,-6.3786,-37.3519,36.88,18,40,4.99,BR,1697479350
587,mirpur sakro,24.5474,67.6277,26.64,74,2,5.63,PK,1697479583
588,alibag,18.6411,72.8792,31.04,81,20,2.77,IN,1697479583
589,melekeok village,7.4957,134.6367,27.45,74,96,2.24,PW,1697479584
590,playa del ingles,27.7567,-15.5787,26.89,62,100,1.34,ES,1697479390
